function_name,timestamp,invocations,queue_time_mean,execution_time_mean,cold_start_rate,lag_1,lag_2,lag_5,rolling_mean_5,rolling_std_5,demand_zscore,burst_indicator,demand_above_rolling_mean,hour,minute,day_of_week,day_of_month
hello,2026-08-19 17:01:36,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:37,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:38,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:39,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:40,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:41,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:42,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:43,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:44,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:45,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:46,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:47,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:48,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:49,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:50,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:51,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:52,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:53,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:54,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:55,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:56,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:57,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:58,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:01:59,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,1,2,19
hello,2026-08-19 17:02:00,50,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:01,50,100,200,0,50.0,5.0,5.0,14.0,20.12461179749811,1.7888543819998317,0,1,17,2,2,19
hello,2026-08-19 17:02:02,50,100,200,0,50.0,50.0,5.0,23.0,24.647515087732476,1.0954451150103321,0,1,17,2,2,19
hello,2026-08-19 17:02:03,50,100,200,0,50.0,50.0,5.0,32.0,24.647515087732476,0.7302967433402214,0,1,17,2,2,19
hello,2026-08-19 17:02:04,50,100,200,0,50.0,50.0,5.0,41.0,20.12461179749811,0.4472135954999579,0,1,17,2,2,19
hello,2026-08-19 17:02:05,50,100,200,0,50.0,50.0,50.0,50.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:06,50,100,200,0,50.0,50.0,50.0,50.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:07,50,100,200,0,50.0,50.0,50.0,50.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:08,50,100,200,0,50.0,50.0,50.0,50.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:09,50,100,200,0,50.0,50.0,50.0,50.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:10,50,100,200,0,50.0,50.0,50.0,50.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:11,5,100,200,0,50.0,50.0,50.0,50.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:12,5,100,200,0,5.0,50.0,50.0,41.0,20.12461179749811,-1.7888543819998317,0,0,17,2,2,19
hello,2026-08-19 17:02:13,5,100,200,0,5.0,5.0,50.0,32.0,24.647515087732476,-1.0954451150103321,0,0,17,2,2,19
hello,2026-08-19 17:02:14,5,100,200,0,5.0,5.0,50.0,23.0,24.647515087732476,-0.7302967433402214,0,0,17,2,2,19
hello,2026-08-19 17:02:15,5,100,200,0,5.0,5.0,50.0,14.0,20.12461179749811,-0.4472135954999579,0,0,17,2,2,19
hello,2026-08-19 17:02:16,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:17,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:18,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:19,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:20,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:21,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:22,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:23,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:24,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:25,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:26,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:27,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:28,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:29,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:30,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:31,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:32,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:33,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:34,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:35,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:36,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:37,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:38,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:39,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:40,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:41,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:42,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:43,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:44,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:45,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:46,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:47,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:48,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:49,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:50,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:51,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:52,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:53,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:54,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:55,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:56,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:57,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:58,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:02:59,5,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,2,2,19
hello,2026-08-19 17:03:00,50,100,200,0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,17,3,2,19
hello,2026-08-19 17:03:01,50,100,200,0,50.0,5.0,5.0,14.0,20.12461179749811,1.7888543819998317,0,1,17,3,2,19
